PDB ID	Symmetry group (M - monomer; Dna - dihedral with heterologous interfaces; Dns - dihedral with only isologous interfaces; Ts - tetrahedral with isologous interfaces; Ta - tetrahedral with only heterologous interfaces; O* - 4 different octahedral topologies)	Number of subunits	Number of unique subunits (ie row of the periodic table)	Included in non-redundant set	Year of release	Quaternary structure assignment (C - correct; E - error)	Quaternary structure topology index (complexes with the same index have the same reduced topology)	List of interfaces	List of interface types (all identical subunits are given the same code)	List of interface sizes (Angstroms^2)	List of interface types (I- isologous homomeric; H - heterologous homomeric; T - heteromeric)	Interfaces included in the reduced topology (1 - yes; 0 - no)	
3me2	C3	6	2	1	2010	-	30	"A-B,A-C,A-D,A-E,B-E,C-D,C-E,C-F,E-F"	"A-F,A-A,A-F,A-A,F-A,A-F,A-A,A-F,A-F"	"1216.1,2068.4,1594.9,2068.4,1594.9,1216.1,2068.4,1594.9,1216.1"	"T,H,T,H,T,T,H,T,T"	"0,1,1,1,1,0,1,1,0"	
3me3	D2	4	1	0	2010	-	4	"A-B,A-C,B-D,C-D"	"A-A,A-A,A-A,A-A"	"5538.1,2385.5,2385.5,5538.1"	"I,I,I,I"	"1,1,1,1"	
3me4	C2	2	1	1	2010	-	1	A-B	A-A	2428.1	I	1	
3me5	M	1	1	1	2010	-	-						
3me6	M	1	1	0	2010	-	-						
3me7	M	1	1	1	2010	-	-						
3me8	M	1	1	0	2010	-	-						
3me9	C2	2	1	1	2010	-	1	A-C	A-A	1157	I	1	
3mea	M	1	1	0	2010	-	-						
3meb	C2	2	1	1	2010	-	1	A-B	A-A	6721.5	I	1	
3meh	M	1	1	0	2011	-	-						
3mej	M	1	1	1	2010	-	-						
3mek	M	1	1	0	2010	-	-						
3mel	C2	2	1	1	2010	-	1	A-B	A-A	3057.3	I	1	
3mem	M	1	1	1	2010	-	-						
3men	C2	2	1	1	2010	-	1	A-B	A-A	3657.3	I	1	
3mep	C2	2	1	1	2010	-	1	A-B	A-A	1829.1	I	1	
3meq	D2	4	1	0	2010	-	4	"A-B,A-C,A-D,B-C,B-D,C-D"	"A-A,A-A,A-A,A-A,A-A,A-A"	"1066.1,797.3,3123.0,3123.0,797.3,1066.1"	"I,I,I,I,I,I"	"1,0,1,1,0,1"	
3mer	M	1	1	1	2010	-	-						
3mes	C2	2	1	1	2010	-	1	A-B	A-A	2622.7	I	1	
3met	M	1	1	1	2010	-	-						
3mew	M	1	1	0	2010	-	-						
3mex	C2	2	1	1	2010	-	1	A-B	A-A	5855.2	I	1	
3mey	C2	2	1	0	2010	-	1	A-B	A-A	4878.1	I	1	
3mf0	C2	2	1	0	2010	-	1	A-B	A-A	5369.6	I	1	
3mf1	C2	2	1	0	2010	-	1	A-B	A-A	4897.5	I	1	
3mf2	C2	2	1	1	2010	-	1	A-B	A-A	5091.3	I	1	
3mf3	D2	4	1	0	2011	-	4	"A-B,A-C,A-D,B-C,B-D,C-D"	"A-A,A-A,A-A,A-A,A-A,A-A"	"1983.4,6246.8,427.1,427.1,6246.8,1983.4"	"I,I,I,I,I,I"	"1,1,0,0,1,1"	
3mf4	C2	2	1	1	2010	-	1	A-B	A-A	3156	I	1	
3mf6	M	1	1	0	2010	-	-						
3mf7	C3	3	1	0	2011	-	6	"A-B,A-C,B-C"	"A-A,A-A,A-A"	"2424.3,2424.3,2424.3"	"H,H,H"	"1,1,1"	
3mf8	C3	3	1	0	2011	-	6	"A-B,A-C,B-C"	"A-A,A-A,A-A"	"2459.1,2459.1,2459.1"	"H,H,H"	"1,1,1"	
3mf9	M	1	1	0	2010	-	-						
3mfa	M	1	1	0	2010	-	-						
3mfb	M	1	1	1	2010	-	-						
3mfc	M	1	1	0	2010	-	-						
3mfd	M	1	1	1	2010	-	-						
3mfe	D7a	28	2	1	2010	C	53	"0-L,0-M,0-W,0-Z,1-J,1-N,1-X,1-Y,A-B,A-C,A-F,A-H,A-P,A-Q,B-C,B-E,B-I,B-Q,B-S,C-F,C-I,C-O,C-T,D-G,D-K,D-L,D-N,D-R,D-Z,E-I,E-J,E-M,E-S,E-X,F-G,F-H,F-T,F-U,G-H,G-K,G-R,G-U,H-K,H-P,H-V,I-M,I-O,I-W,J-L,J-M,J-N,J-X,K-N,K-V,K-Y,L-M,L-N,L-Z,M-W,N-Y,O-T,O-W,P-Q,P-V,Q-S,R-U,R-Z,S-X,T-U,V-Y"	"S-F,S-F,S-S,S-S,S-F,S-F,S-S,S-S,F-F,F-F,F-F,F-F,F-S,F-S,F-F,F-F,F-F,F-S,F-S,F-F,F-F,F-S,F-S,F-F,F-F,F-F,F-F,F-S,F-S,F-F,F-F,F-F,F-S,F-S,F-F,F-F,F-S,F-S,F-F,F-F,F-S,F-S,F-F,F-S,F-S,F-F,F-S,F-S,F-F,F-F,F-F,F-S,F-F,F-S,F-S,F-F,F-F,F-S,F-S,F-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S"	"774.5,1209.0,1496.9,1496.9,774.5,1209.0,1496.9,1496.9,1118.5,924.7,1579.9,1118.5,1209.0,774.5,1579.9,1118.5,924.7,1209.0,774.5,1118.5,1118.5,1209.0,774.5,1118.5,1579.9,1118.5,924.7,1209.0,774.5,1579.9,1118.5,924.7,1209.0,774.5,1118.5,924.7,1209.0,774.5,1579.9,924.7,774.5,1209.0,1118.5,774.5,1209.0,1118.5,774.5,1209.0,924.7,1579.9,1118.5,1209.0,1118.5,774.5,1209.0,1118.5,1579.9,1209.0,774.5,774.5,1496.9,1496.9,1496.9,1496.9,1496.9,1496.9,1496.9,1496.9,1496.9,1496.9"	"T,T,H,H,T,T,H,H,H,I,I,H,T,T,I,H,I,T,T,H,H,T,T,H,I,H,I,T,T,I,H,I,T,T,H,I,T,T,I,I,T,T,H,T,T,H,T,T,I,I,H,T,H,T,T,H,I,T,T,T,H,H,H,H,H,H,H,H,H,H"	"0,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1"	
3mfg	M	2	2	0	2010	-	2	A-B	A-B	1708	T	1	
3mfj	M	1	1	0	2010	-	-						
3mfl	Ts	24	2	0	2011	-	35	"A-B,A-C,A-E,A-F,A-R,B-C,B-D,B-F,B-H,B-I,B-J,B-R,C-D,C-E,C-H,D-E,D-F,D-H,D-V,D-W,D-X,E-F,E-V,F-M,F-N,F-R,F-V,G-H,G-I,G-K,G-L,G-X,H-I,H-J,H-L,H-X,I-J,I-K,J-K,J-L,J-P,J-Q,J-R,K-L,K-P,L-P,L-S,L-T,L-X,M-N,M-O,M-Q,M-R,N-O,N-P,N-R,N-T,N-U,N-V,O-P,O-Q,O-T,P-Q,P-R,P-T,Q-R,S-T,S-U,S-W,S-X,T-U,T-V,T-X,U-V,U-W,V-W,V-X,W-X"	"S-F,S-S,S-S,S-F,S-F,F-S,F-F,F-F,F-F,F-S,F-F,F-F,S-F,S-S,S-F,F-S,F-F,F-F,F-F,F-S,F-F,S-F,S-F,F-S,F-F,F-F,F-F,S-F,S-S,S-S,S-F,S-F,F-S,F-F,F-F,F-F,S-F,S-S,F-S,F-F,F-F,F-S,F-F,S-F,S-F,F-F,F-S,F-F,F-F,S-F,S-S,S-S,S-F,F-S,F-F,F-F,F-F,F-S,F-F,S-F,S-S,S-F,F-S,F-F,F-F,S-F,S-F,S-S,S-S,S-F,F-S,F-F,F-F,S-F,S-S,F-S,F-F,S-F"	"7294.3,321.6,321.6,338.5,442.1,338.5,650.7,650.7,3333.8,442.1,851.0,851.0,7294.3,321.6,442.1,338.5,650.7,851.0,3333.8,442.1,851.0,7294.3,442.1,442.1,851.0,3333.8,851.0,7294.3,321.6,321.6,338.5,442.1,338.5,650.7,650.7,851.0,7294.3,321.6,338.5,650.7,3333.8,442.1,851.0,7294.3,442.1,851.0,442.1,851.0,3333.8,7294.3,321.6,321.6,338.5,338.5,650.7,650.7,3333.8,442.1,851.0,7294.3,321.6,442.1,338.5,650.7,851.0,7294.3,7294.3,321.6,321.6,338.5,338.5,650.7,650.7,7294.3,321.6,338.5,650.7,7294.3"	"T,H,H,T,T,T,H,H,I,T,H,H,T,H,T,T,H,H,I,T,H,T,T,T,H,I,H,T,H,H,T,T,T,H,H,H,T,H,T,H,I,T,H,T,T,H,T,H,I,T,H,H,T,T,H,H,I,T,H,T,H,T,T,H,H,T,T,H,H,T,T,H,H,T,H,T,H,T"	"1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1"	
3mfm	D3a	6	1	0	2010	-	9	"A-B,A-C,A-E,B-D,B-F,C-D,C-E,D-F,E-F"	"F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F"	"9293.0,2806.4,2806.4,2806.4,2806.4,9293.0,2806.4,2806.4,9293.0"	"I,H,H,H,H,I,H,H,I"	"1,1,1,1,1,1,1,1,1"	
3mfn	C2	2	1	1	2010	-	1	A-B	A-A	1997.3	I	1	
3mfq	M	1	1	1	2011	-	-						
3mfr	M	1	1	0	2010	-	-						
3mfs	M	1	1	0	2010	-	-						
3mft	M	1	1	0	2010	-	-						
3mfu	M	1	1	0	2010	-	-						
3mfv	C3	3	1	0	2010	-	6	"A-B,A-C,B-C"	"A-A,A-A,A-A"	"1905.4,1905.4,1905.4"	"H,H,H"	"1,1,1"	
3mfw	C3	3	1	0	2010	-	6	"A-B,A-C,B-C"	"A-A,A-A,A-A"	"1921.0,1921.0,1921.0"	"H,H,H"	"1,1,1"	
3mfx	C2	2	1	1	2010	-	1	A-B	A-A	2003.2	I	1	
3mfy	M	1	1	0	2010	-	-						
3mg0	C2	28	14	0	2011	-	39	"0-1,0-H,0-N,0-S,0-T,0-Z,1-M,1-N,1-T,1-U,1-V,A-B,A-F,A-G,A-H,A-I,B-C,B-E,B-F,B-G,B-I,B-J,C-D,C-J,C-K,D-E,D-K,D-L,E-F,E-L,E-M,F-G,F-M,F-N,G-H,G-N,H-I,H-N,H-Y,H-Z,I-J,I-Y,I-Z,J-K,J-X,J-Y,K-L,K-V,K-W,K-X,L-M,L-V,L-W,M-N,M-V,O-P,O-T,O-U,O-V,O-W,P-Q,P-S,P-T,P-U,P-W,P-X,Q-R,Q-X,Q-Y,R-S,R-Y,R-Z,S-T,S-Z,T-U,U-V,V-W,W-X,X-Y,Y-Z"	"M-N,M-V,M-N,M-S,M-F,M-Z,N-M,N-N,N-F,N-G,N-V,A-P,A-F,A-G,A-V,A-W,P-Q,P-S,P-F,P-G,P-W,P-J,Q-D,Q-J,Q-K,D-S,D-K,D-Z,S-F,S-Z,S-M,F-G,F-M,F-N,G-V,G-N,V-W,V-N,V-K,V-Z,W-J,W-K,W-Z,J-K,J-J,J-K,K-Z,K-V,K-W,K-J,Z-M,Z-V,Z-W,M-N,M-V,A-P,A-F,A-G,A-V,A-W,P-Q,P-S,P-F,P-G,P-W,P-J,Q-D,Q-J,Q-K,D-S,D-K,D-Z,S-F,S-Z,F-G,G-V,V-W,W-J,J-K,K-Z"	"1263.2,1886.5,2293.2,874.7,725.8,1669.9,2293.2,1232.7,933.8,877.1,1061.7,2838.9,297.5,2891.3,717.4,902.8,2987.0,265.9,297.8,278.5,981.8,1056.3,2380.4,826.8,577.1,2195.0,838.7,1023.9,2727.2,741.3,874.7,2783.9,725.8,933.8,1216.2,877.1,3290.2,1061.7,205.0,2443.8,1021.0,1994.4,1198.4,1333.5,1428.8,1632.9,1316.4,205.0,1994.4,1632.9,1669.9,2443.8,1198.4,1263.2,1886.5,2838.9,297.5,2891.3,717.4,902.8,2987.0,265.9,297.8,278.5,981.8,1056.3,2380.4,826.8,577.1,2195.0,838.7,1023.9,2727.2,741.3,2783.9,1216.2,3290.2,1021.0,1333.5,1316.4"	"T,T,T,T,T,T,T,I,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,I,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T"	"0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0"	
3mg1	C2	2	1	0	2010	-	1	A-B	A-A	2267.6	I	1	
3mg2	C2	2	1	0	2010	-	1	A-B	A-A	2221.2	I	1	
3mg3	C2	2	1	0	2010	-	1	A-B	A-A	2255.4	I	1	
3mg4	C2	28	14	0	2011	-	39	"0-1,0-H,0-N,0-S,0-T,0-Z,1-M,1-N,1-T,1-U,1-V,A-B,A-F,A-G,A-H,A-I,B-C,B-E,B-F,B-G,B-I,B-J,C-D,C-J,C-K,D-E,D-K,D-L,E-F,E-L,E-M,F-G,F-M,F-N,G-H,G-N,H-I,H-N,H-Z,I-J,I-Y,I-Z,J-K,J-X,J-Y,K-L,K-W,K-X,L-M,L-V,L-W,M-N,M-V,O-P,O-T,O-U,O-V,O-W,P-Q,P-S,P-T,P-U,P-W,P-X,Q-R,Q-X,Q-Y,R-S,R-Y,R-Z,S-T,S-Z,T-U,U-V,V-W,W-X,X-Y,Y-Z"	"M-N,M-V,M-N,M-S,M-F,M-Z,N-M,N-N,N-F,N-G,N-V,A-P,A-F,A-G,A-V,A-W,P-Q,P-S,P-F,P-G,P-W,P-J,Q-D,Q-J,Q-K,D-S,D-K,D-Z,S-F,S-Z,S-M,F-G,F-M,F-N,G-V,G-N,V-W,V-N,V-Z,W-J,W-K,W-Z,J-K,J-J,J-K,K-Z,K-W,K-J,Z-M,Z-V,Z-W,M-N,M-V,A-P,A-F,A-G,A-V,A-W,P-Q,P-S,P-F,P-G,P-W,P-J,Q-D,Q-J,Q-K,D-S,D-K,D-Z,S-F,S-Z,F-G,G-V,V-W,W-J,J-K,K-Z"	"1264.5,1917.3,2293.2,1087.1,724.1,1670.2,2293.2,1241.9,955.2,871.3,1077.0,2899.9,319.5,2899.6,696.1,915.4,3002.7,300.4,293.0,282.7,972.8,1037.4,2415.8,830.1,610.5,2239.6,845.6,1026.9,2752.8,721.3,1087.1,2786.0,724.1,955.2,1214.5,871.3,3348.9,1077.0,2414.8,1054.0,1994.0,1200.2,1359.7,1442.9,1608.1,1318.5,1994.0,1608.1,1670.2,2414.8,1200.2,1264.5,1917.3,2899.9,319.5,2899.6,696.1,915.4,3002.7,300.4,293.0,282.7,972.8,1037.4,2415.8,830.1,610.5,2239.6,845.6,1026.9,2752.8,721.3,2786.0,1214.5,3348.9,1054.0,1359.7,1318.5"	"T,T,T,T,T,T,T,I,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,I,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T"	"0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0"	
3mg5	D2	4	1	0	2010	-	4	"A-B,A-C,A-D,B-C,B-D,C-D"	"A-A,A-A,A-A,A-A,A-A,A-A"	"3133.8,391.8,1099.5,1099.5,391.8,3133.8"	"I,I,I,I,I,I"	"1,0,1,1,0,1"	
3mg6	C2	28	14	0	2011	-	39	"0-1,0-H,0-N,0-S,0-T,0-Z,1-M,1-N,1-T,1-U,1-V,A-B,A-F,A-G,A-H,A-I,B-C,B-I,B-J,C-D,C-J,C-K,D-E,D-K,D-L,E-F,E-L,E-M,F-G,F-M,F-N,G-H,G-N,H-I,H-N,H-Y,H-Z,I-J,I-Y,I-Z,J-K,J-X,J-Y,K-L,K-V,K-W,K-X,L-M,L-V,L-W,M-N,M-V,O-P,O-T,O-U,O-V,O-W,P-Q,P-W,P-X,Q-R,Q-X,Q-Y,R-S,R-Y,R-Z,S-T,S-Z,T-U,U-V,V-W,W-X,X-Y,Y-Z"	"M-N,M-V,M-N,M-S,M-F,M-Z,N-M,N-N,N-F,N-G,N-V,A-P,A-F,A-G,A-V,A-W,P-Q,P-W,P-J,Q-D,Q-J,Q-K,D-S,D-K,D-Z,S-F,S-Z,S-M,F-G,F-M,F-N,G-V,G-N,V-W,V-N,V-K,V-Z,W-J,W-K,W-Z,J-K,J-J,J-K,K-Z,K-V,K-W,K-J,Z-M,Z-V,Z-W,M-N,M-V,A-P,A-F,A-G,A-V,A-W,P-Q,P-W,P-J,Q-D,Q-J,Q-K,D-S,D-K,D-Z,S-F,S-Z,F-G,G-V,V-W,W-J,J-K,K-Z"	"1240.3,1927.3,2322.0,999.0,706.5,1656.9,2322.0,1249.0,907.7,868.8,1058.1,2445.1,418.4,2879.1,685.2,907.1,2671.8,982.2,1036.2,2387.2,830.8,569.3,2188.3,843.2,1029.4,2598.2,729.3,999.0,2662.6,706.5,907.7,1212.2,868.8,3225.1,1058.1,207.9,2440.6,1034.9,2051.8,1170.8,1383.8,1426.0,1620.8,1298.4,207.9,2051.8,1620.8,1656.9,2440.6,1170.8,1240.3,1927.3,2445.1,418.4,2879.1,685.2,907.1,2671.8,982.2,1036.2,2387.2,830.8,569.3,2188.3,843.2,1029.4,2598.2,729.3,2662.6,1212.2,3225.1,1034.9,1383.8,1298.4"	"T,T,T,T,T,T,T,I,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,I,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T"	"0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0"	
3mg7	C2	28	14	0	2011	-	39	"0-1,0-H,0-N,0-S,0-T,0-Z,1-M,1-N,1-T,1-U,1-V,A-B,A-F,A-G,A-H,A-I,B-C,B-I,B-J,C-D,C-J,C-K,D-E,D-K,D-L,E-F,E-L,E-M,F-G,F-M,F-N,G-H,G-N,H-I,H-N,H-Y,H-Z,I-J,I-Y,I-Z,J-K,J-X,J-Y,K-L,K-V,K-W,K-X,L-M,L-V,L-W,M-N,M-V,O-P,O-T,O-U,O-V,O-W,P-Q,P-W,P-X,Q-R,Q-X,Q-Y,R-S,R-Y,R-Z,S-T,S-Z,T-U,U-V,V-W,W-X,X-Y,Y-Z"	"M-N,M-V,M-N,M-S,M-F,M-Z,N-M,N-N,N-F,N-G,N-V,A-P,A-F,A-G,A-V,A-W,P-Q,P-W,P-J,Q-D,Q-J,Q-K,D-S,D-K,D-Z,S-F,S-Z,S-M,F-G,F-M,F-N,G-V,G-N,V-W,V-N,V-K,V-Z,W-J,W-K,W-Z,J-K,J-J,J-K,K-Z,K-V,K-W,K-J,Z-M,Z-V,Z-W,M-N,M-V,A-P,A-F,A-G,A-V,A-W,P-Q,P-W,P-J,Q-D,Q-J,Q-K,D-S,D-K,D-Z,S-F,S-Z,F-G,G-V,V-W,W-J,J-K,K-Z"	"1240.9,1922.2,2351.3,1011.0,725.3,1667.8,2351.3,1254.3,923.8,892.9,1063.2,2472.1,423.4,2894.7,705.0,916.0,2654.1,1008.6,1037.6,2381.1,821.6,579.1,2204.7,842.5,1031.2,2602.1,733.9,1011.0,2654.3,725.3,923.8,1207.0,892.9,3249.6,1063.2,208.9,2459.5,1031.3,2060.7,1193.1,1388.0,1439.7,1633.7,1262.8,208.9,2060.7,1633.7,1667.8,2459.5,1193.1,1240.9,1922.2,2472.1,423.4,2894.7,705.0,916.0,2654.1,1008.6,1037.6,2381.1,821.6,579.1,2204.7,842.5,1031.2,2602.1,733.9,2654.3,1207.0,3249.6,1031.3,1388.0,1262.8"	"T,T,T,T,T,T,T,I,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,I,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T"	"0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0"	
3mg8	C2	28	14	0	2011	-	39	"0-1,0-H,0-N,0-S,0-T,0-Z,1-M,1-N,1-T,1-U,1-V,A-B,A-F,A-G,A-H,A-I,B-C,B-I,B-J,C-D,C-J,C-K,D-E,D-K,D-L,E-F,E-L,E-M,F-G,F-M,F-N,G-H,G-N,H-I,H-N,H-Y,H-Z,I-J,I-Y,I-Z,J-K,J-X,J-Y,K-L,K-V,K-W,K-X,L-M,L-V,L-W,M-N,M-V,O-P,O-T,O-U,O-V,O-W,P-Q,P-W,P-X,Q-R,Q-X,Q-Y,R-S,R-Y,R-Z,S-T,S-Z,T-U,U-V,V-W,W-X,X-Y,Y-Z"	"M-N,M-V,M-N,M-S,M-F,M-Z,N-M,N-N,N-F,N-G,N-V,A-P,A-F,A-G,A-V,A-W,P-Q,P-W,P-J,Q-D,Q-J,Q-K,D-S,D-K,D-Z,S-F,S-Z,S-M,F-G,F-M,F-N,G-V,G-N,V-W,V-N,V-K,V-Z,W-J,W-K,W-Z,J-K,J-J,J-K,K-Z,K-V,K-W,K-J,Z-M,Z-V,Z-W,M-N,M-V,A-P,A-F,A-G,A-V,A-W,P-Q,P-W,P-J,Q-D,Q-J,Q-K,D-S,D-K,D-Z,S-F,S-Z,F-G,G-V,V-W,W-J,J-K,K-Z"	"1252.5,1918.6,2367.2,1018.6,709.3,1658.3,2367.2,1258.8,926.2,880.7,1058.0,2459.0,431.0,2888.1,711.8,930.7,2658.8,1002.3,1035.7,2383.7,822.1,576.2,2212.6,848.1,1037.9,2592.7,741.7,1018.6,2660.5,709.3,926.2,1209.3,880.7,3247.0,1058.0,209.7,2446.2,1045.4,2054.6,1187.3,1398.5,1444.8,1631.0,1272.6,209.7,2054.6,1631.0,1658.3,2446.2,1187.3,1252.5,1918.6,2459.0,431.0,2888.1,711.8,930.7,2658.8,1002.3,1035.7,2383.7,822.1,576.2,2212.6,848.1,1037.9,2592.7,741.7,2660.5,1209.3,3247.0,1045.4,1398.5,1272.6"	"T,T,T,T,T,T,T,I,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,I,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T"	"0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0"	
3mg9	C2	2	1	0	2010	-	1	A-D	A-A	2128.2	I	1	
3mga	M	1	1	1	2010	-	-						
3mgc	C2	2	1	0	2010	-	1	A-B	A-A	1222.6	I	1	
3mgd	C2	2	1	1	2010	-	1	A-B	A-A	5694.9	I	1	
3mge	C6	6	1	0	2010	-	32	"A-E,A-F,B-D,B-F,C-D,C-E"	"F-F,F-F,F-F,F-F,F-F,F-F"	"2127.0,2127.0,2127.0,2127.0,2127.0,2127.0"	"H,H,H,H,H,H"	"1,1,1,1,1,1"	
3mgf	M	1	1	0	2011	-	-						
3mgg	C2	2	1	1	2010	-	1	A-B	A-A	2256	I	1	
3mgj	C2	2	1	1	2010	-	1	A-B	A-A	1393.8	I	1	
3mgk	C2	2	1	1	2010	-	1	A-B	A-A	3198.5	I	1	
3mgl	D4a	8	1	0	2010	-	19	"A-B,A-E,A-G,B-F,B-H,C-D,C-E,C-G,D-F,D-H,E-F,G-H"	"F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F"	"706.2,1643.6,1643.6,1643.6,1643.6,706.2,1643.6,1643.6,1643.6,1643.6,706.2,706.2"	"I,H,H,H,H,I,H,H,H,H,I,I"	"1,1,1,1,1,1,1,1,1,1,1,1"	
3mgm	C2	2	1	0	2011	-	1	A-B	A-A	2722.6	I	1	
3mgo	M	2	2	0	2010	-	2	A-B	A-B	2705.6	T	1	
3mgt	M	2	2	0	2010	-	2	A-B	A-B	2831.4	T	1	
3mgu	C2	2	1	0	2010	-	1	A-B	A-A	4125.8	I	1	
3mgw	M	1	1	0	2010	-	-						
3mgx	M	1	1	1	2010	-	-						
3mgy	M	1	1	0	2010	-	-						
3mgz	M	1	1	0	2011	-	-						
3mh0	M	1	1	0	2010	-	-						
3mh1	M	1	1	0	2010	-	-						
3mh2	M	1	1	0	2010	-	-						
3mh3	M	1	1	0	2010	-	-						
3mh4	D3a	6	1	0	2010	-	9	"A-B,A-C,A-F,B-C,B-E,C-D,D-E,D-F,E-F"	"F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F,F-F"	"1595.2,1595.2,1829.8,1595.2,1829.8,1829.8,1595.2,1595.2,1595.2"	"H,H,I,H,I,I,H,H,H"	"1,1,1,1,1,1,1,1,1"	
3mh6	Oa	24	1	0	2010	-	85	"A-E,A-I,A-Q,A-T,B-G,B-L,B-R,B-S,C-H,C-J,C-R,C-S,D-F,D-K,D-Q,D-T,E-I,E-M,E-P,F-K,F-N,F-O,G-L,G-N,G-O,H-J,H-M,H-P,I-V,I-W,J-U,J-X,K-U,K-X,L-V,L-W,M-Q,M-U,N-S,N-X,O-T,O-V,P-R,P-W,Q-U,R-W,S-X,T-V"	"S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S,S-S"	"2193.9,2193.9,989.8,989.8,2193.9,2193.9,989.8,989.8,2193.9,2193.9,989.8,989.8,2193.9,2193.9,989.8,989.8,2193.9,989.8,989.8,2193.9,989.8,989.8,2193.9,989.8,989.8,2193.9,989.8,989.8,989.8,989.8,989.8,989.8,989.8,989.8,989.8,989.8,2193.9,2193.9,2193.9,2193.9,2193.9,2193.9,2193.9,2193.9,2193.9,2193.9,2193.9,2193.9"	"H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H"	"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"	
3mh8	M	1	1	0	2010	-	-						
3mh9	M	1	1	1	2010	-	-						
3mha	M	1	1	0	2010	-	-						
3mhb	M	1	1	0	2011	-	-						
